timestamp,platform,python_version,cpu_model,cpu_physical_cores,cpu_logical_cores,ram_total_gb,ram_available_gb,ram_used_gb,ram_percent,disk_total_gb,disk_used_gb,disk_free_gb,device,torch_version,torchvision_version,cuda_available,cuda_version,cudnn_version,ultralytics_version,sahi_version,onnx_version,onnxruntime_version,streamlit_version,gpu_available,gpu_name,gpu_total_memory_gb,gpu_allocated_gb,gpu_reserved_gb
2026-05-19T11:42:55,Linux-6.6.122+-x86_64-with-glibc2.35,"3.12.13 (main, Mar  4 2026, 09:23:07) [GCC 11.4.0]",x86_64,6,12,83.47369384765625,80.69197082519531,1.9746780395507812,3.3,235.67584228515625,43.36204147338867,192.29817581176758,cuda,2.10.0+cu128,0.25.0+cu128,True,12.8,91002,8.4.51,0.11.36,1.21.0,1.26.0,1.57.0,True,NVIDIA A100-SXM4-40GB,39.4935302734375,0.0,0.0
